	NOK_per_kWh	time_start	location_code	location	day_of_the_week	week_number
1	1.17915	2022-11-22 01:00:00+01:00	NO5	Bergen	22	47
2	1.04829	2022-11-22 02:00:00+01:00	NO5	Bergen	22	47
3	0.88712	2022-11-22 03:00:00+01:00	NO5	Bergen	22	47
4	0.95119	2022-11-22 04:00:00+01:00	NO5	Bergen	22	47
5	1.09851	2022-11-22 05:00:00+01:00	NO5	Bergen	22	47
6	1.50516	2022-11-22 06:00:00+01:00	NO5	Bergen	22	47
7	1.88391	2022-11-22 07:00:00+01:00	NO5	Bergen	22	47
8	2.04886	2022-11-22 08:00:00+01:00	NO5	Bergen	22	47
9	2.1619	2022-11-22 09:00:00+01:00	NO5	Bergen	22	47
10	2.17931	2022-11-22 10:00:00+01:00	NO5	Bergen	22	47
11	2.28207	2022-11-22 11:00:00+01:00	NO5	Bergen	22	47
12	2.16798	2022-11-22 12:00:00+01:00	NO5	Bergen	22	47
13	2.16599	2022-11-22 13:00:00+01:00	NO5	Bergen	22	47
14	2.16735	2022-11-22 14:00:00+01:00	NO5	Bergen	22	47
15	2.28763	2022-11-22 15:00:00+01:00	NO5	Bergen	22	47
16	2.15907	2022-11-22 16:00:00+01:00	NO5	Bergen	22	47
17	2.17155	2022-11-22 17:00:00+01:00	NO5	Bergen	22	47
18	2.03208	2022-11-22 18:00:00+01:00	NO5	Bergen	22	47
19	1.89996	2022-11-22 19:00:00+01:00	NO5	Bergen	22	47
20	1.6377	2022-11-22 20:00:00+01:00	NO5	Bergen	22	47
21	1.60614	2022-11-22 21:00:00+01:00	NO5	Bergen	22	47
22	1.57206	2022-11-22 22:00:00+01:00	NO5	Bergen	22	47
23	1.44203	2022-11-22 23:00:00+01:00	NO5	Bergen	22	47
